id|setid|long_ft|short_ft|row|col|block|dbh|year|site|name
1001|4|9|9|14|12|12|4.7|2010-10-10|Mi-site|NM6
1002|4|9|9|15|12|12|3.9|2010-10-10|Mi-site|NM6
1003|4|9|9|16|12|12|3.5|2010-10-10|Mi-site|NM6
1004|4|9|9|17|12|12|3.2|2010-10-10|Mi-site|NM6
1005|4|9|9|18|12|12|3.8|2010-10-10|Mi-site|NM6
1006|4|9|9|19|12|12|3.3|2010-10-10|Mi-site|NM6
1007|4|9|9|20|12|12|5.9|2010-10-10|Mi-site|NM6
1008|4|9|9|21|12|12|5.4|2010-10-10|Mi-site|NM6
1009|5|9|9|1|1|1|2.7|2009-10-10|Mi-site|17XGA24
1010|5|9|9|2|1|1|1.7|2009-10-10|Mi-site|17XGA04
1011|5|9|9|3|1|1|3.7|2009-10-10|Mi-site|17XGA04
1012|5|9|9|4|1|1|2.2|2009-10-10|Mi-site|17XGA5
1013|5|9|9|5|1|1|3|2009-10-10|Mi-site|82XAA04
1014|5|9|9|6|1|1|2.4|2009-10-10|Mi-site|82XAA04
1015|5|9|9|7|1|1|4.5|2009-10-10|Mi-site|82XAA04
1016|5|9|9|8|1|1|1.3|2009-10-10|Mi-site|82XAA04
1017|5|9|9|9|1|1|0|2009-10-10|Mi-site|2XT4E04
1018|5|9|9|10|1|1|0|2009-10-10|Mi-site|2XT4E04
1019|5|9|9|11|1|1|0|2009-10-10|Mi-site|2XT4E04
1020|5|9|9|12|1|1|0|2009-10-10|Mi-site|2XT4E04
1021|5|9|9|13|1|1|5.1|2009-10-10|Mi-site|83XAA04
1022|5|9|9|14|1|1|5.2|2009-10-10|Mi-site|83XAA04
1023|5|9|9|15|1|1|5.8|2009-10-10|Mi-site|83XAA04
1024|5|9|9|16|1|1|4.7|2009-10-10|Mi-site|83XAA04
1025|5|9|9|17|1|1|3.9|2009-10-10|Mi-site|81XAA04
1026|5|9|9|18|1|1|5.1|2009-10-10|Mi-site|81XAA04
1027|5|9|9|19|1|1|4.7|2009-10-10|Mi-site|81XAA04
1028|5|9|9|20|1|1|2.4|2009-10-10|Mi-site|81XAA04
1029|5|9|9|21|1|1|0|2009-10-10|Mi-site|NM6
1030|5|9|9|1|2|2|5.3|2009-10-10|Mi-site|80XAA04
1031|5|9|9|2|2|2|3.3|2009-10-10|Mi-site|80XAA04
1032|5|9|9|3|2|2|3.4|2009-10-10|Mi-site|80XAA04
1033|5|9|9|4|2|2|2.1|2009-10-10|Mi-site|80XAA04
1034|5|9|9|5|2|2|4.4|2009-10-10|Mi-site|84XAA04
1035|5|9|9|6|2|2|4.2|2009-10-10|Mi-site|84XAA04
1036|5|9|9|7|2|2|4.9|2009-10-10|Mi-site|84XAA04
1037|5|9|9|8|2|2|2.9|2009-10-10|Mi-site|84XAA04
1038|5|9|9|9|2|2|2.6|2009-10-10|Mi-site|18XAG04
1039|5|9|9|10|2|2|3.3|2009-10-10|Mi-site|18XAG04
1040|5|9|9|11|2|2|4.3|2009-10-10|Mi-site|18XAG04
1041|5|9|9|12|2|2|4.6|2009-10-10|Mi-site|18XAG04
1042|5|9|9|13|2|2|0|2009-10-10|Mi-site|81XAA04
1043|5|9|9|14|2|2|2.9|2009-10-10|Mi-site|81XAA04
1044|5|9|9|15|2|2|2.1|2009-10-10|Mi-site|81XAA04
1045|5|9|9|16|2|2|0|2009-10-10|Mi-site|81XAA04
1046|5|9|9|17|2|2|3.8|2009-10-10|Mi-site|80XAA04
1047|5|9|9|18|2|2|3.8|2009-10-10|Mi-site|80XAA04
1048|5|9|9|19|2|2|5.8|2009-10-10|Mi-site|80XAA04
1049|5|9|9|20|2|2|4.6|2009-10-10|Mi-site|80XAA04
1050|5|9|9|21|2|2|1.8|2009-10-10|Mi-site|NM6
1051|5|9|9|1|3|3|5|2009-10-10|Mi-site|83XAA04
1052|5|9|9|2|3|3|5.4|2009-10-10|Mi-site|83XAA04
1053|5|9|9|3|3|3|4.5|2009-10-10|Mi-site|83XAA04
1054|5|9|9|4|3|3|5.7|2009-10-10|Mi-site|83XAA04
1055|5|9|9|5|3|3|3.6|2009-10-10|Mi-site|1XTE04
1056|5|9|9|6|3|3|2.6|2009-10-10|Mi-site|1XTE04
1057|5|9|9|7|3|3|2.9|2009-10-10|Mi-site|1XTE04
1058|5|9|9|8|3|3|3.3|2009-10-10|Mi-site|1XTE04
1059|5|9|9|9|3|3|5.4|2009-10-10|Mi-site|80XAA04
1060|5|9|9|10|3|3|3.1|2009-10-10|Mi-site|80XAA04
1061|5|9|9|11|3|3|2.4|2009-10-10|Mi-site|80XAA04
1062|5|9|9|12|3|3|5.5|2009-10-10|Mi-site|80XAA04
1063|5|9|9|13|3|3|4.9|2009-10-10|Mi-site|82XAA04
1064|5|9|9|14|3|3|4.3|2009-10-10|Mi-site|82XAA04
1065|5|9|9|15|3|3|3.7|2009-10-10|Mi-site|82XAA04
1066|5|9|9|16|3|3|3.8|2009-10-10|Mi-site|82XAA04
1067|5|9|9|17|3|3|5|2009-10-10|Mi-site|83XAA04
1068|5|9|9|18|3|3|4.4|2009-10-10|Mi-site|83XAA04
1069|5|9|9|19|3|3|3.3|2009-10-10|Mi-site|83XAA04
1070|5|9|9|20|3|3|4.4|2009-10-10|Mi-site|83XAA04
1071|5|9|9|21|3|3|5.1|2009-10-10|Mi-site|NM6
1072|5|9|9|1|4|4|0|2009-10-10|Mi-site|85XAA04
1073|5|9|9|2|4|4|2.7|2009-10-10|Mi-site|85XAA04
1074|5|9|9|3|4|4|0.4|2009-10-10|Mi-site|85XAA04
1075|5|9|9|4|4|4|0.2|2009-10-10|Mi-site|85XAA04
1076|5|9|9|5|4|4|4.1|2009-10-10|Mi-site|18XAG04
1077|5|9|9|6|4|4|3.1|2009-10-10|Mi-site|18XAG04
1078|5|9|9|7|4|4|2.6|2009-10-10|Mi-site|18XAG04
1079|5|9|9|8|4|4|4|2009-10-10|Mi-site|18XAG04
1080|5|9|9|9|4|4|1.4|2009-10-10|Mi-site|85XAA04
1081|5|9|9|10|4|4|1.9|2009-10-10|Mi-site|85XAA04
1082|5|9|9|11|4|4|0.4|2009-10-10|Mi-site|85XAA04
1083|5|9|9|12|4|4|0.6|2009-10-10|Mi-site|85XAA04
1084|5|9|9|13|4|4|3.1|2009-10-10|Mi-site|84XAA04
1085|5|9|9|14|4|4|0|2009-10-10|Mi-site|84XAA04
1086|5|9|9|15|4|4|4.1|2009-10-10|Mi-site|84XAA04
1087|5|9|9|16|4|4|4.6|2009-10-10|Mi-site|84XAA04
1088|5|9|9|17|4|4|2.5|2009-10-10|Mi-site|82XAA04
1089|5|9|9|18|4|4|4.8|2009-10-10|Mi-site|82XAA04
1090|5|9|9|19|4|4|3.5|2009-10-10|Mi-site|82XAA04
1091|5|9|9|20|4|4|4.9|2009-10-10|Mi-site|82XAA04
1092|5|9|9|21|4|4|4|2009-10-10|Mi-site|NM6
1093|5|9|9|1|5|5|1.9|2009-10-10|Mi-site|81XAA04
1094|5|9|9|2|5|5|3.7|2009-10-10|Mi-site|81XAA04
1095|5|9|9|3|5|5|3|2009-10-10|Mi-site|81XAA04
1096|5|9|9|4|5|5|6.6|2009-10-10|Mi-site|81XAA04
1097|5|9|9|5|5|5|1.1|2009-10-10|Mi-site|2XT4E04
1098|5|9|9|6|5|5|0|2009-10-10|Mi-site|2XT4E04
1099|5|9|9|7|5|5|0|2009-10-10|Mi-site|2XT4E04
1100|5|9|9|8|5|5|1.1|2009-10-10|Mi-site|2XT4E04
1101|5|9|9|9|5|5|2.7|2009-10-10|Mi-site|84XAA04
1102|5|9|9|10|5|5|2.8|2009-10-10|Mi-site|84XAA04
1103|5|9|9|11|5|5|5.2|2009-10-10|Mi-site|84XAA04
1104|5|9|9|12|5|5|4.8|2009-10-10|Mi-site|84XAA04
1105|5|9|9|13|5|5|1.7|2009-10-10|Mi-site|17XGA04
1106|5|9|9|14|5|5|2.9|2009-10-10|Mi-site|17XGA04
1107|5|9|9|15|5|5|4|2009-10-10|Mi-site|17XGA04
1108|5|9|9|16|5|5|3.8|2009-10-10|Mi-site|17XGA04
1109|5|9|9|17|5|5|0.5|2009-10-10|Mi-site|85XAA04
1110|5|9|9|18|5|5|2.4|2009-10-10|Mi-site|85XAA04
1111|5|9|9|19|5|5|1.4|2009-10-10|Mi-site|85XAA04
1112|5|9|9|20|5|5|0.4|2009-10-10|Mi-site|85XAA04
1113|5|9|9|21|5|5|4.5|2009-10-10|Mi-site|NM6
1114|5|9|9|1|6|6|5.4|2009-10-10|Mi-site|81XAA04
1115|5|9|9|2|6|6|4.3|2009-10-10|Mi-site|81XAA04
1116|5|9|9|3|6|6|4.3|2009-10-10|Mi-site|81XAA04
1117|5|9|9|4|6|6|1|2009-10-10|Mi-site|81XAA04
1118|5|9|9|5|6|6|3.7|2009-10-10|Mi-site|82XAA04
1119|5|9|9|6|6|6|4.5|2009-10-10|Mi-site|82XAA04
1120|5|9|9|7|6|6|3.6|2009-10-10|Mi-site|82XAA04
1121|5|9|9|8|6|6|2.6|2009-10-10|Mi-site|82XAA04
1122|5|9|9|9|6|6|1.5|2009-10-10|Mi-site|18XAG04
1123|5|9|9|10|6|6|4|2009-10-10|Mi-site|18XAG04
1124|5|9|9|11|6|6|0.9|2009-10-10|Mi-site|18XAG04
1125|5|9|9|12|6|6|2.8|2009-10-10|Mi-site|18XAG04
1126|5|9|9|13|6|6|0|2009-10-10|Mi-site|1XTE04
1127|5|9|9|14|6|6|0|2009-10-10|Mi-site|1XTE04
1128|5|9|9|15|6|6|0|2009-10-10|Mi-site|1XTE04
1129|5|9|9|16|6|6|1.7|2009-10-10|Mi-site|1XTE04
1130|5|9|9|17|6|6|3.3|2009-10-10|Mi-site|82XAA04
1131|5|9|9|18|6|6|4|2009-10-10|Mi-site|82XAA04
1132|5|9|9|19|6|6|3.5|2009-10-10|Mi-site|82XAA04
1133|5|9|9|20|6|6|4.6|2009-10-10|Mi-site|82XAA04
1134|5|9|9|21|6|6|4.7|2009-10-10|Mi-site|NM6
1135|5|9|9|1|7|7|4.2|2009-10-10|Mi-site|83XAA04
1136|5|9|9|2|7|7|5|2009-10-10|Mi-site|83XAA04
1137|5|9|9|3|7|7|4.1|2009-10-10|Mi-site|83XAA04
1138|5|9|9|4|7|7|5|2009-10-10|Mi-site|83XAA04
1139|5|9|9|5|7|7|0.5|2009-10-10|Mi-site|2XT4E04
1140|5|9|9|6|7|7|0|2009-10-10|Mi-site|2XT4E04
1141|5|9|9|7|7|7|2|2009-10-10|Mi-site|2XT4E04
1142|5|9|9|8|7|7|2|2009-10-10|Mi-site|2XT4E04
1143|5|9|9|9|7|7|2.5|2009-10-10|Mi-site|17XGA04
1144|5|9|9|10|7|7|2|2009-10-10|Mi-site|17XGA04
1145|5|9|9|11|7|7|2.1|2009-10-10|Mi-site|17XGA04
1146|5|9|9|12|7|7|0.3|2009-10-10|Mi-site|17XGA04
1147|5|9|9|13|7|7|5.3|2009-10-10|Mi-site|83XAA04
1148|5|9|9|14|7|7|5|2009-10-10|Mi-site|83XAA04
1149|5|9|9|15|7|7|5.2|2009-10-10|Mi-site|83XAA04
1150|5|9|9|16|7|7|5.4|2009-10-10|Mi-site|83XAA04
1151|5|9|9|17|7|7|0.7|2009-10-10|Mi-site|81XAA04
1152|5|9|9|18|7|7|3|2009-10-10|Mi-site|81XAA04
1153|5|9|9|19|7|7|3.1|2009-10-10|Mi-site|81XAA04
1154|5|9|9|20|7|7|4.4|2009-10-10|Mi-site|81XAA04
1155|5|9|9|21|7|7|1.9|2009-10-10|Mi-site|85XAA04
1156|5|9|9|1|8|8|1.3|2009-10-10|Mi-site|1XTE04
1157|5|9|9|2|8|8|0|2009-10-10|Mi-site|1XTE04
1158|5|9|9|3|8|8|0.7|2009-10-10|Mi-site|1XTE04
1159|5|9|9|4|8|8|1.4|2009-10-10|Mi-site|1XTE04
1160|5|9|9|5|8|8|3|2009-10-10|Mi-site|18XAG04
1161|5|9|9|6|8|8|1.7|2009-10-10|Mi-site|18XAG04
1162|5|9|9|7|8|8|1.8|2009-10-10|Mi-site|18XAG04
1163|5|9|9|8|8|8|3.3|2009-10-10|Mi-site|18XAG04
1164|5|9|9|9|8|8|4.7|2009-10-10|Mi-site|82XAA04
1165|5|9|9|10|8|8|3.7|2009-10-10|Mi-site|82XAA04
1166|5|9|9|11|8|8|4.4|2009-10-10|Mi-site|82XAA04
1167|5|9|9|12|8|8|3.6|2009-10-10|Mi-site|82XAA04
1168|5|9|9|13|8|8|3.4|2009-10-10|Mi-site|81XAA04
1169|5|9|9|14|8|8|3.3|2009-10-10|Mi-site|81XAA04
1170|5|9|9|15|8|8|0|2009-10-10|Mi-site|81XAA04
1171|5|9|9|16|8|8|2.5|2009-10-10|Mi-site|81XAA04
1172|5|9|9|17|8|8|3.5|2009-10-10|Mi-site|84XAA04
1173|5|9|9|18|8|8|3.6|2009-10-10|Mi-site|84XAA04
1174|5|9|9|19|8|8|1.8|2009-10-10|Mi-site|84XAA04
1175|5|9|9|20|8|8|2.6|2009-10-10|Mi-site|84XAA04
1176|5|9|9|21|8|8|1.7|2009-10-10|Mi-site|85XAA04
1177|5|9|9|1|9|9|0.8|2009-10-10|Mi-site|85XAA04
1178|5|9|9|2|9|9|1.5|2009-10-10|Mi-site|85XAA04
1179|5|9|9|3|9|9|0.2|2009-10-10|Mi-site|85XAA04
1180|5|9|9|4|9|9|0|2009-10-10|Mi-site|85XAA04
1181|5|9|9|5|9|9|5|2009-10-10|Mi-site|80XAA04
1182|5|9|9|6|9|9|4.9|2009-10-10|Mi-site|80XAA04
1183|5|9|9|7|9|9|4.6|2009-10-10|Mi-site|80XAA04
1184|5|9|9|8|9|9|5.5|2009-10-10|Mi-site|80XAA04
1185|5|9|9|9|9|9|3|2009-10-10|Mi-site|84XAA04
1186|5|9|9|10|9|9|4|2009-10-10|Mi-site|84XAA04
1187|5|9|9|11|9|9|2.3|2009-10-10|Mi-site|84XAA04
1188|5|9|9|12|9|9|1.8|2009-10-10|Mi-site|84XAA04
1189|5|9|9|13|9|9|4|2009-10-10|Mi-site|80XAA04
1190|5|9|9|14|9|9|4|2009-10-10|Mi-site|80XAA04
1191|5|9|9|15|9|9|3.8|2009-10-10|Mi-site|80XAA04
1192|5|9|9|16|9|9|2.2|2009-10-10|Mi-site|80XAA04
1193|5|9|9|17|9|9|5.4|2009-10-10|Mi-site|83XAA04
1194|5|9|9|18|9|9|3.7|2009-10-10|Mi-site|83XAA04
1195|5|9|9|19|9|9|4.7|2009-10-10|Mi-site|83XAA04
1196|5|9|9|20|9|9|5.6|2009-10-10|Mi-site|83XAA04
1197|5|9|9|21|9|9|1.4|2009-10-10|Mi-site|85XAA04
1198|5|9|9|1|10|10|4.3|2009-10-10|Mi-site|84XAA04
1199|5|9|9|2|10|10|0.8|2009-10-10|Mi-site|84XAA04
1200|5|9|9|3|10|10|2.9|2009-10-10|Mi-site|84XAA04
1201|5|9|9|4|10|10|4.7|2009-10-10|Mi-site|84XAA04
1202|5|9|9|5|10|10|3.2|2009-10-10|Mi-site|17XGA04
1203|5|9|9|6|10|10|2.8|2009-10-10|Mi-site|17XGA04
1204|5|9|9|7|10|10|3|2009-10-10|Mi-site|17XGA04
1205|5|9|9|8|10|10|2.5|2009-10-10|Mi-site|17XGA04
1206|5|9|9|9|10|10|2.2|2009-10-10|Mi-site|2XT4E04
1207|5|9|9|10|10|10|0|2009-10-10|Mi-site|2XT4E04
1208|5|9|9|11|10|10|2.4|2009-10-10|Mi-site|2XT4E04
1209|5|9|9|12|10|10|0|2009-10-10|Mi-site|2XT4E04
1210|5|9|9|13|10|10|1.4|2009-10-10|Mi-site|85XAA04
1211|5|9|9|14|10|10|0|2009-10-10|Mi-site|85XAA04
1212|5|9|9|15|10|10|0.7|2009-10-10|Mi-site|85XAA04
1213|5|9|9|16|10|10|1|2009-10-10|Mi-site|85XAA04
1214|5|9|9|17|10|10|4.2|2009-10-10|Mi-site|80XAA04
1215|5|9|9|18|10|10|0.9|2009-10-10|Mi-site|80XAA04
1216|5|9|9|19|10|10|2.9|2009-10-10|Mi-site|80XAA04
1217|5|9|9|20|10|10|2.2|2009-10-10|Mi-site|80XAA04
1218|5|9|9|21|10|10|0.4|2009-10-10|Mi-site|85XAA04
1219|5|9|9|1|11|11|3.6|2009-10-10|Mi-site|NM6
1220|5|9|9|2|11|11|4.3|2009-10-10|Mi-site|NM6
1221|5|9|9|3|11|11|4.6|2009-10-10|Mi-site|NM6
1222|5|9|9|4|11|11|3.2|2009-10-10|Mi-site|NM6
1223|5|9|9|5|11|11|4.2|2009-10-10|Mi-site|NM6
1224|5|9|9|6|11|11|3.9|2009-10-10|Mi-site|NM6
1225|5|9|9|7|11|11|4.3|2009-10-10|Mi-site|NM6
1226|5|9|9|8|11|11|6|2009-10-10|Mi-site|NM6
1227|5|9|9|9|11|11|0|2009-10-10|Mi-site|NM6
1228|5|9|9|10|11|11|4.4|2009-10-10|Mi-site|NM6
1229|5|9|9|11|11|11|4.6|2009-10-10|Mi-site|NM6
1230|5|9|9|12|11|11|4.6|2009-10-10|Mi-site|NM6
1231|5|9|9|13|11|11|2.2|2009-10-10|Mi-site|NM6
1232|5|9|9|14|11|11|1.5|2009-10-10|Mi-site|NM6
1233|5|9|9|15|11|11|2.9|2009-10-10|Mi-site|NM6
1234|5|9|9|16|11|11|3.4|2009-10-10|Mi-site|NM6
1235|5|9|9|17|11|11|4.6|2009-10-10|Mi-site|NM6
1236|5|9|9|18|11|11|4.1|2009-10-10|Mi-site|NM6
1237|5|9|9|19|11|11|3.5|2009-10-10|Mi-site|NM6
1238|5|9|9|20|11|11|2.6|2009-10-10|Mi-site|NM6
1239|5|9|9|21|11|11|2.7|2009-10-10|Mi-site|NM6
1240|5|9|9|1|12|12|3.8|2009-10-10|Mi-site|NM6
1241|5|9|9|2|12|12|4.3|2009-10-10|Mi-site|NM6
1242|5|9|9|3|12|12|3.4|2009-10-10|Mi-site|NM6
1243|5|9|9|4|12|12|3.4|2009-10-10|Mi-site|NM6
1244|5|9|9|5|12|12|3.9|2009-10-10|Mi-site|NM6
1245|5|9|9|6|12|12|5.4|2009-10-10|Mi-site|NM6
1246|5|9|9|7|12|12|5|2009-10-10|Mi-site|NM6
1247|5|9|9|8|12|12|4.2|2009-10-10|Mi-site|NM6
1248|5|9|9|9|12|12|3.5|2009-10-10|Mi-site|NM6
1249|5|9|9|10|12|12|1.9|2009-10-10|Mi-site|NM6
1250|5|9|9|11|12|12|4.9|2009-10-10|Mi-site|NM6
1251|5|9|9|12|12|12|1.9|2009-10-10|Mi-site|NM6
1252|5|9|9|13|12|12|1.2|2009-10-10|Mi-site|NM6
1253|5|9|9|14|12|12|3.6|2009-10-10|Mi-site|NM6
1254|5|9|9|15|12|12|2.8|2009-10-10|Mi-site|NM6
1255|5|9|9|16|12|12|2.2|2009-10-10|Mi-site|NM6
1256|5|9|9|17|12|12|2.2|2009-10-10|Mi-site|NM6
1257|5|9|9|18|12|12|2.7|2009-10-10|Mi-site|NM6
1258|5|9|9|19|12|12|2.2|2009-10-10|Mi-site|NM6
1259|5|9|9|20|12|12|3.8|2009-10-10|Mi-site|NM6
1260|5|9|9|21|12|12|3.7|2009-10-10|Mi-site|NM6
1261|6|9|9|1|1|1|2.3|2008-10-10|Mi-site|17XGA24
1262|6|9|9|2|1|1|1.3|2008-10-10|Mi-site|17XGA04
1263|6|9|9|3|1|1|2.9|2008-10-10|Mi-site|17XGA04
1264|6|9|9|4|1|1|1.7|2008-10-10|Mi-site|17XGA5
1265|6|9|9|5|1|1|2.5|2008-10-10|Mi-site|82XAA04
1266|6|9|9|6|1|1|1.8|2008-10-10|Mi-site|82XAA04
1267|6|9|9|7|1|1|3.6|2008-10-10|Mi-site|82XAA04
1268|6|9|9|8|1|1|1.3|2008-10-10|Mi-site|82XAA04
1269|6|9|9|9|1|1|0|2008-10-10|Mi-site|2XT4E04
1270|6|9|9|10|1|1|0|2008-10-10|Mi-site|2XT4E04
1271|6|9|9|11|1|1|0|2008-10-10|Mi-site|2XT4E04
1272|6|9|9|12|1|1|0|2008-10-10|Mi-site|2XT4E04
1273|6|9|9|13|1|1|4.1|2008-10-10|Mi-site|83XAA04
1274|6|9|9|14|1|1|4.1|2008-10-10|Mi-site|83XAA04
1275|6|9|9|15|1|1|4.9|2008-10-10|Mi-site|83XAA04
1276|6|9|9|16|1|1|3.5|2008-10-10|Mi-site|83XAA04
1277|6|9|9|17|1|1|3.3|2008-10-10|Mi-site|81XAA04
1278|6|9|9|18|1|1|4.3|2008-10-10|Mi-site|81XAA04
1279|6|9|9|19|1|1|3.9|2008-10-10|Mi-site|81XAA04
1280|6|9|9|20|1|1|2.4|2008-10-10|Mi-site|81XAA04
1281|6|9|9|21|1|1|0|2008-10-10|Mi-site|NM6
1282|6|9|9|1|2|2|4|2008-10-10|Mi-site|80XAA04
1283|6|9|9|2|2|2|2.5|2008-10-10|Mi-site|80XAA04
1284|6|9|9|3|2|2|2.7|2008-10-10|Mi-site|80XAA04
1285|6|9|9|4|2|2|1.7|2008-10-10|Mi-site|80XAA04
1286|6|9|9|5|2|2|3.5|2008-10-10|Mi-site|84XAA04
1287|6|9|9|6|2|2|3.6|2008-10-10|Mi-site|84XAA04
1288|6|9|9|7|2|2|4|2008-10-10|Mi-site|84XAA04
1289|6|9|9|8|2|2|2|2008-10-10|Mi-site|84XAA04
1290|6|9|9|9|2|2|2.1|2008-10-10|Mi-site|18XAG04
1291|6|9|9|10|2|2|2.7|2008-10-10|Mi-site|18XAG04
1292|6|9|9|11|2|2|3.5|2008-10-10|Mi-site|18XAG04
1293|6|9|9|12|2|2|4.1|2008-10-10|Mi-site|18XAG04
1294|6|9|9|13|2|2|0|2008-10-10|Mi-site|81XAA04
1295|6|9|9|14|2|2|2.3|2008-10-10|Mi-site|81XAA04
1296|6|9|9|15|2|2|1.6|2008-10-10|Mi-site|81XAA04
1297|6|9|9|16|2|2|0|2008-10-10|Mi-site|81XAA04
1298|6|9|9|17|2|2|3.4|2008-10-10|Mi-site|80XAA04
1299|6|9|9|18|2|2|3.4|2008-10-10|Mi-site|80XAA04
1300|6|9|9|19|2|2|5|2008-10-10|Mi-site|80XAA04
1301|6|9|9|20|2|2|4|2008-10-10|Mi-site|80XAA04
1302|6|9|9|21|2|2|1.3|2008-10-10|Mi-site|NM6
1303|6|9|9|1|3|3|4.1|2008-10-10|Mi-site|83XAA04
1304|6|9|9|2|3|3|4.4|2008-10-10|Mi-site|83XAA04
1305|6|9|9|3|3|3|3.5|2008-10-10|Mi-site|83XAA04
1306|6|9|9|4|3|3|4.4|2008-10-10|Mi-site|83XAA04
1307|6|9|9|5|3|3|2.9|2008-10-10|Mi-site|1XTE04
1308|6|9|9|6|3|3|1.8|2008-10-10|Mi-site|1XTE04
1309|6|9|9|7|3|3|2.3|2008-10-10|Mi-site|1XTE04
1310|6|9|9|8|3|3|2.5|2008-10-10|Mi-site|1XTE04
1311|6|9|9|9|3|3|4.2|2008-10-10|Mi-site|80XAA04
1312|6|9|9|10|3|3|2.6|2008-10-10|Mi-site|80XAA04
1313|6|9|9|11|3|3|2.3|2008-10-10|Mi-site|80XAA04
1314|6|9|9|12|3|3|4.5|2008-10-10|Mi-site|80XAA04
1315|6|9|9|13|3|3|4|2008-10-10|Mi-site|82XAA04
1316|6|9|9|14|3|3|3.4|2008-10-10|Mi-site|82XAA04
1317|6|9|9|15|3|3|3|2008-10-10|Mi-site|82XAA04
1318|6|9|9|16|3|3|3.3|2008-10-10|Mi-site|82XAA04
1319|6|9|9|17|3|3|3.9|2008-10-10|Mi-site|83XAA04
1320|6|9|9|18|3|3|3.7|2008-10-10|Mi-site|83XAA04
1321|6|9|9|19|3|3|2.7|2008-10-10|Mi-site|83XAA04
1322|6|9|9|20|3|3|3.7|2008-10-10|Mi-site|83XAA04
1323|6|9|9|21|3|3|4|2008-10-10|Mi-site|NM6
1324|6|9|9|1|4|4|0|2008-10-10|Mi-site|85XAA04
1325|6|9|9|2|4|4|2.3|2008-10-10|Mi-site|85XAA04
1326|6|9|9|3|4|4|0.3|2008-10-10|Mi-site|85XAA04
1327|6|9|9|4|4|4|0.1|2008-10-10|Mi-site|85XAA04
1328|6|9|9|5|4|4|3.4|2008-10-10|Mi-site|18XAG04
1329|6|9|9|6|4|4|2.3|2008-10-10|Mi-site|18XAG04
1330|6|9|9|7|4|4|2.4|2008-10-10|Mi-site|18XAG04
1331|6|9|9|8|4|4|3.4|2008-10-10|Mi-site|18XAG04
1332|6|9|9|9|4|4|1.3|2008-10-10|Mi-site|85XAA04
1333|6|9|9|10|4|4|1.7|2008-10-10|Mi-site|85XAA04
1334|6|9|9|11|4|4|0.4|2008-10-10|Mi-site|85XAA04
1335|6|9|9|12|4|4|0.6|2008-10-10|Mi-site|85XAA04
1336|6|9|9|13|4|4|3|2008-10-10|Mi-site|84XAA04
1337|6|9|9|14|4|4|0|2008-10-10|Mi-site|84XAA04
1338|6|9|9|15|4|4|3.2|2008-10-10|Mi-site|84XAA04
1339|6|9|9|16|4|4|4|2008-10-10|Mi-site|84XAA04
1340|6|9|9|17|4|4|2.1|2008-10-10|Mi-site|82XAA04
1341|6|9|9|18|4|4|3.9|2008-10-10|Mi-site|82XAA04
1342|6|9|9|19|4|4|3|2008-10-10|Mi-site|82XAA04
1343|6|9|9|20|4|4|4.3|2008-10-10|Mi-site|82XAA04
1344|6|9|9|21|4|4|3.2|2008-10-10|Mi-site|NM6
1345|6|9|9|1|5|5|1.6|2008-10-10|Mi-site|81XAA04
1346|6|9|9|2|5|5|3.3|2008-10-10|Mi-site|81XAA04
1347|6|9|9|3|5|5|2.5|2008-10-10|Mi-site|81XAA04
1348|6|9|9|4|5|5|5.5|2008-10-10|Mi-site|81XAA04
1349|6|9|9|5|5|5|0.9|2008-10-10|Mi-site|2XT4E04
1350|6|9|9|6|5|5|0|2008-10-10|Mi-site|2XT4E04
1351|6|9|9|7|5|5|0|2008-10-10|Mi-site|2XT4E04
1352|6|9|9|8|5|5|0.9|2008-10-10|Mi-site|2XT4E04
1353|6|9|9|9|5|5|2.2|2008-10-10|Mi-site|84XAA04
1354|6|9|9|10|5|5|2.6|2008-10-10|Mi-site|84XAA04
1355|6|9|9|11|5|5|4.3|2008-10-10|Mi-site|84XAA04
1356|6|9|9|12|5|5|3.6|2008-10-10|Mi-site|84XAA04
1357|6|9|9|13|5|5|1.4|2008-10-10|Mi-site|17XGA04
1358|6|9|9|14|5|5|1.8|2008-10-10|Mi-site|17XGA04
1359|6|9|9|15|5|5|3.4|2008-10-10|Mi-site|17XGA04
1360|6|9|9|16|5|5|3.2|2008-10-10|Mi-site|17XGA04
1361|6|9|9|17|5|5|0.5|2008-10-10|Mi-site|85XAA04
1362|6|9|9|18|5|5|1.9|2008-10-10|Mi-site|85XAA04
1363|6|9|9|19|5|5|1.1|2008-10-10|Mi-site|85XAA04
1364|6|9|9|20|5|5|0.4|2008-10-10|Mi-site|85XAA04
1365|6|9|9|21|5|5|3.5|2008-10-10|Mi-site|NM6
1366|6|9|9|1|6|6|4.8|2008-10-10|Mi-site|81XAA04
1367|6|9|9|2|6|6|3.6|2008-10-10|Mi-site|81XAA04
1368|6|9|9|3|6|6|3.8|2008-10-10|Mi-site|81XAA04
1369|6|9|9|4|6|6|1|2008-10-10|Mi-site|81XAA04
1370|6|9|9|5|6|6|3|2008-10-10|Mi-site|82XAA04
1371|6|9|9|6|6|6|3.6|2008-10-10|Mi-site|82XAA04
1372|6|9|9|7|6|6|3|2008-10-10|Mi-site|82XAA04
1373|6|9|9|8|6|6|1.9|2008-10-10|Mi-site|82XAA04
1374|6|9|9|9|6|6|1|2008-10-10|Mi-site|18XAG04
